"CODIGO
ALMACEN","NOMBRE
 CONTENEDOR",CIUDAD,PROYECTO/OBRA,"UNIDAD
 DE NEGOCIO",FAMILIA,SUBFAMILIA,IMPORTANCIA,"CODIGO
 ARTICULO","NOMBRE
 ARTICULO","NOMBRE ARTICULO
 PROVEEDOR",PROVEEDOR,"CODIGO ARTICULO
 PROVEEDOR",PRECIO PROVEEDOR,"COSTE
SOLUCIONES",PRECIO VENTA SOLUCIONES,IMPUTACIÓN TRANSPORTE,% IMPUTACIÓN TRANSPORTE,PRECIO VENTA + ENVÍO SOLUCIONES,TIPO DE CAMBIO EURO-DÓLAR,COSTE COMPRA DE SAEMA,COSTE DE SAEMA,"PRECIO 
UNITARIO","PRECIO 
COMPETENCIA",UNIDAD METRICA,"UD 
STOCK",CANTIDAD PENDIENTE DE SERVIR,"Calificación valor A, B o C","FACTOR
 MODIFICADOR
 VALOR","VALOR STOCK
DDP",ORIGEN DATOS,COSTE CONTENEDOR,COSTE FLETE,COSTE SEGURO,VOLUMEN (m3),UNIDAD MEDIDA VOLUMEN,% VOLUMEN UNITARIO,VOLUMEN BULTO(m3),UNIDADES POR BULTO,VOLUMEN TOTAL CARGA ENVIO (m3),COSTE ENVIO DE CADA m3
68,CLHU - 809994 - 6,LAD,SAEMA-STOCKS,ENERGIA,FV,PANELES,A,0000000497,Panel fotovoltaico 24V 180W,,,,,,345 €,"15,73 €","4,56%",361 €,"1,40",505 USD,606 USD,758 USD,,UNIDAD,6,,,1,3.636 USD,FRA. 13.048.13,2.737 €,5.763 €,520 €,"0,076",m3,"0,174%","2,650",35,"43,41 USD","207,79 €"
68,CLHU - 809994 - 6,LAD,SAEMA-STOCKS,ENERGIA,FV,REGULADORES,A,0000000499,Regulador TriStar TS-60  12/24/48VDC 60A,,,,,,445 €,,,510 €,"1,40",714 USD,857 USD,1.071 USD,,UNIDAD,2,,,1,1.713 USD,FRA. 13.037.13,,,,,m3,,,,,
68,CLHU - 809994 - 6,LAD,SAEMA-STOCKS,ENERGIA,FV,BATERIAS,A,0000000500,Batería solar 6V 225Ah,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,2,,,1,0 USD,,,,,,m3,,,,,
68,CLHU - 809994 - 6,LAD,SAEMA-STOCKS,ENERGIA,FV,BATERIAS,A,0000000524,Batería solar 12V 38Ah,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,1,,,1,0 USD,,,,,,m3,,,,,
68,CLHU - 809994 - 6,LAD,SAEMA-STOCKS,ENERGIA,FV,FV ACCESORIOS,A,0000000525,Conector aereo SFGH macho,,,,,"1,44 €",2 €,,,"2,06 €","1,40",3 USD,3 USD,"4,33 USD",,UNIDAD,889,,,1,3.081 USD,PEDIDO 067_14,,,,,m3,,,,,
68,CLHU - 809994 - 6,LAD,SAEMA-STOCKS,ENERGIA,FV,FV ACCESORIOS,A,0000000526,Conector aereo BUGH hembra,,,,,"1,44 €",2 €,,,"2,06 €","1,40",3 USD,3 USD,"4,33 USD",,UNIDAD,575,,,1,1.992 USD,PEDIDO 067_14,,,,,m3,,,,,
68,CLHU - 809994 - 6,LAD,SAEMA-STOCKS,ENERGIA,FV,FV ACCESORIOS,A,0000000527,Puntera BUKO WM4 ,,,,,"1,44 €",2 €,,,"2,06 €","1,40",3 USD,3 USD,"4,33 USD",,UNIDAD,800,,,1,2.772 USD,PEDIDO 067_14,,,,,m3,,,,,
68,CLHU - 809994 - 6,LAD,SAEMA-STOCKS,ENERGIA,FV,FV ACCESORIOS,A,0000000528,Puntera SFKO WM4 ,,,,,"1,44 €",2 €,,,"2,06 €","1,40",3 USD,3 USD,"4,33 USD",,UNIDAD,900,,,1,3.119 USD,PEDIDO 067_14,,,,,m3,,,,,
68,CLHU - 809994 - 6,LAD,SAEMA-STOCKS,ENERGIA,FV,PANELES,A,0000000529,Panel fotovoltaico 12V 32Wp,,,,,,16 €,,,"18,33 €","1,40",26 USD,31 USD,"38,50 USD",,UNIDAD,5,,,1,154 USD,"COMPRADOS SEGUNDA MANO, 0,5€/Wp",,,,,m3,,,,,
68,CLHU - 809994 - 6,LAD,SAEMA-STOCKS,AGUA,SOLAR TERMICA,ACUMULADORES,A,0000000530,Interacumulador horizontal 150l Galvanizado,,,,,,315 €,"59,74 €","18,99%",374 €,"1,40",524 USD,629 USD,786 USD,,UNIDAD,2,,,1,1.257 USD,FRA. 9.076.09,3.360 €,12.934 €,782 €,"0,410",m3,"0,350%","36,110",88,"117,30","145,58 €"
68,CLHU - 809994 - 6,LAD,SAEMA-STOCKS,AGUA,SOLAR TERMICA,CAPTADORES,A,0000000531,Captador solar plano QRD CR10ALDP8 1900x1090mm,,,,,,231 €,"33,98 €","14,71%",265 €,"1,40",371 USD,445 USD,556 USD,,UNIDAD,2,,,1,890 USD,FRA. 9.076.09,3.360 €,12.934 €,782 €,"0,233",m3,"0,199%","20,540",88,"117,30","145,58 €"
68,CLHU - 809994 - 6,LAD,SAEMA-STOCKS,AGUA,SOLAR TERMICA,CLIMATEWELL,A,0000000532,Equipo frio solar CW20030 Unidad control parte 1,,,,,,"0,00 €",,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,1,,,0,0 USD,MATERIAL OBSOLETO SIN VALOR,,,,,m3,,,,,
68,CLHU - 809994 - 6,LAD,SAEMA-STOCKS,AGUA,SOLAR TERMICA,CLIMATEWELL,A,0000000533,Equipo frio solar CW20028 Unidad control parte 1,,,,,,"0,00 €",,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,1,,,0,0 USD,MATERIAL OBSOLETO SIN VALOR,,,,,m3,,,,,
68,CLHU - 809994 - 6,LAD,SAEMA-STOCKS,AGUA,SOLAR TERMICA,CLIMATEWELL,A,0000000534,Equipo frio solar Barril A parte 2,,,,,,"0,00 €",,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,1,,,0,0 USD,MATERIAL OBSOLETO SIN VALOR,,,,,m3,,,,,
68,CLHU - 809994 - 6,LAD,SAEMA-STOCKS,AGUA,SOLAR TERMICA,CLIMATEWELL,A,0000000535,Equipo frio solar Barril B parte 3,,,,,,"0,00 €",,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,1,,,0,0 USD,MATERIAL OBSOLETO SIN VALOR,,,,,m3,,,,,
70,NACU - 495600  - 0     (Cor:  Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT TRANSFORMADOR,A,0000000020,Trafo  400 kVA 15kV,,,,,"4.650,00 €",5.813 €,,,6.660 €,"1,40",9.325 USD,11.190 USD,13.987 USD,,UNIDAD,5,,,1,55.948 USD,TARIFA TESAR 2013,,,,,m3,,,,,
70,NACU - 495600  - 0     (Cor:  Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT TRANSFORMADOR,A,0000000030,Trafo  630 kVA 15kV,,,,,"5.775,00 €",7.219 €,,,8.272 €,"1,40",11.581 USD,13.897 USD,17.371 USD,,UNIDAD,8,,,1,111.174 USD,TARIFA TESAR 2013,,,,,m3,,,,,
74,NOWU - 443789  - 5     (Cor:  Azul  bebe ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT TRANSFORMADOR,A,0000000020,Trafo  400 kVA 15kV,,,,,"4.650,00 €",5.813 €,,,6.660 €,"1,40",9.325 USD,11.190 USD,13.987 USD,,UNIDAD,5,,,1,55.948 USD,TARIFA TESAR 2013,,,,,m3,,,,,
74,NOWU - 443789  - 5     (Cor:  Azul  bebe ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT TRANSFORMADOR,A,0000000030,Trafo  630 kVA 15kV,,,,,"5.775,00 €",7.219 €,,,8.272 €,"1,40",11.581 USD,13.897 USD,17.371 USD,,UNIDAD,8,,,1,111.174 USD,TARIFA TESAR 2013,,,,,m3,,,,,
75,NOWU - 784871 - 3,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,A,0000000538,Cartucho fusible APR 24kV 25A,,,,,,"28,50 €","16,97 €","59,55%","45,47 €","1,40","63,66 USD","76,39 USD","95,49 USD",,UNIDAD,18,,,1,1.375 USD,FRA. 13.079.13,2.312 €,5.562 €,391 €,"0,062",m3,"0,205%","1,120",18,"30,30","272,77 €"
75,NOWU - 784871 - 3,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,A,0000000537,Cartucho fusible APR 24kV 40A,,,,,,"30,26 €","16,97 €","56,09%","47,23 €","1,40","66,13 USD","79,35 USD","99,19 USD",,UNIDAD,12,,,1,952 USD,FRA. 13.079.13,2.312 €,5.562 €,391 €,"0,062",m3,"0,205%","1,120",18,"30,30","272,77 €"
75,NOWU - 784871 - 3,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,A,0000000504,Cartucho fusible APR 36kV 12A,,,,,,"32,84 €","16,97 €","51,68%","49,81 €","1,40","69,74 USD","83,68 USD","104,61 USD",,UNIDAD,18,,,1,1.506 USD,FRA. 13.079.13,2.312 €,5.562 €,391 €,"0,062",m3,"0,205%","1,120",18,"30,30","272,77 €"
75,NOWU - 784871 - 3,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,A,0000000506,Cartucho fusible APR 36kV 20A,,,,,,"37,76 €","16,97 €","44,95%","54,73 €","1,40","76,63 USD","91,95 USD","114,94 USD",,UNIDAD,18,,,1,1.655 USD,FRA. 13.079.13,2.312 €,5.562 €,391 €,"0,062",m3,"0,205%","1,120",18,"30,30","272,77 €"
75,NOWU - 784871 - 3,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,A,0000000505,Cartucho fusible APR 36kV 31A,,,,,,"46,28 €","16,97 €","36,67%","63,25 €","1,40","88,55 USD","106,26 USD","132,83 USD",,UNIDAD,3,,,1,319 USD,FRA. 13.079.13,2.312 €,5.562 €,391 €,"0,062",m3,"0,205%","1,120",18,"30,30","272,77 €"
75,NOWU - 784871 - 3,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,A,0000000503,Cartucho fusible APR 36kV 40A,,,,,,48 €,"16,97 €","35,36%","64,97 €","1,40",91 USD,109 USD,"136,44 USD",,UNIDAD,1,,,1,109 USD,FRA. 13.079.13,2.312 €,5.562 €,391 €,"0,062",m3,"0,205%","1,120",18,"30,30","272,77 €"
75,NOWU - 784871 - 3,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,A,0000000484,Conector acodado  250A 24kV 35-95mm2,,,,,,59 €,,,"67,38 €","1,40",94 USD,113 USD,"141,49 USD",,UNIDAD,3,,,1,340 USD,FRA. 10.046.10,,,,,m3,,,,,
75,NOWU - 784871 - 3,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,A,0000000511,Conector acodado 36kV 400A,,,,,,123 €,,,"140,37 €","1,40",197 USD,236 USD,"294,78 USD",,UNIDAD,15,,,1,3.537 USD,FRA. 10.053.10,,,,,m3,,,,,
75,NOWU - 784871 - 3,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,A,0000000516,Conector en T  K400TB 36kV,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,17,,,1,0 USD,,,,,,,,,,,
75,NOWU - 784871 - 3,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,A,0000000483,Conector en T  K430TB 24kV,,,,,,154 €,,,"176,18 €","1,40",247 USD,296 USD,"369,98 USD",,UNIDAD,31,,,1,9.175 USD,FRA. 10.053.10,,,,,m3,,,,,
75,NOWU - 784871 - 3,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,A,0000000510,Conector recto 12/20kV 250A  ,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,12,,,1,0 USD,,,,,,,,,,,
75,NOWU - 784871 - 3,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,A,0000000518,Empalme contractil en frio 12/20kV 95-240mm2,,,,,,146 €,,,"167,59 €","1,40",235 USD,282 USD,"351,93 USD",,UNIDAD,24,,,1,6.757 USD,FRA. 11.015.11,,,,,m3,,,,,
75,NOWU - 784871 - 3,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,A,0000000515,Empalme contractil en frio 18/30kV 95-240mm2,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,64,,,1,0 USD,,,,,,,,,,,
75,NOWU - 784871 - 3,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,A,0000000521,Empalme de conexión tripolar CHM 3 24kV ,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,16,,,1,0 USD,,,,,,,,,,,
75,NOWU - 784871 - 3,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,A,0000000519,Empalme recto/manguito ATOR 24CSJ-2,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,8,,,1,0 USD,,,,,,,,,,,
75,NOWU - 784871 - 3,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,A,0000000539,Gancho rabo de cerdo,,,,,,8 €,,,"8,61 €","1,40",12 USD,14 USD,"18,07 USD",,UNIDAD,152,,,1,2.198 USD,FRA. 10.046.10,,,,,m3,,,,,
75,NOWU - 784871 - 3,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,A,0000000437,Grapa o pinza de amarre GA-2 D10-16,,,,,,7 €,,,"8,19 €","1,40",11 USD,14 USD,"17,21 USD",,UNIDAD,50,,,1,688 USD,FRA. 12.040.12,,,,,m3,,,,,
75,NOWU - 784871 - 3,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,A,0000000540,Pasador de anilla,,,,,,8 €,,,"8,61 €","1,40",12 USD,14 USD,"18,07 USD",,UNIDAD,50,,,1,723 USD,FRA. 10.046.10,,,,,m3,,,,,
75,NOWU - 784871 - 3,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,A,0000000536,Plataforma sujección de transformador con herrajes,,,,,,328 €,,,"375,39 €","1,40",526 USD,631 USD,"788,32 USD",,UNIDAD,1,,,1,631 USD,FRA. 10.046.10,,,,,m3,,,,,
75,NOWU - 784871 - 3,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,A,0000000508,Terminación exterior OTK 224,,,,,,142 €,,,"162,94 €","1,40",228 USD,274 USD,"342,18 USD",,UNIDAD,42,,,1,11.497 USD,FRA. 10.046.10,,,,,,,,,,
75,NOWU - 784871 - 3,LAD,SAEMA-STOCKS,ENERGIA,MT,MT CABLE,A,0000000501,Cable 3x95 H1 RHV 12/20kV (m),,,,,,"44,68 €","4,39 €","9,82%","49,07 €","1,40",69 USD,82 USD,"103,04 USD",,UNIDAD,1000,,,1,82.430 USD,FRA. 10.046.10,1.680 €,4.889 €,351 €,"0,023",m3,"0,063%","4,620",200,"36,45","189,85 €"
75,NOWU - 784871 - 3,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,A,0000000520,Terminal de interior ITK 224/95Al,,,,,,86 €,,,"98,65 €","1,40",138 USD,166 USD,"207,16 USD",,UNIDAD,3,,,1,497 USD,FRA. 11.015.11,,,,,m3,,,,,
75,NOWU - 784871 - 3,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,A,0000000512,Terminal exterior OTK 236,,,,,,185 €,,,"211,76 €","1,40",296 USD,356 USD,"444,69 USD",,UNIDAD,24,,,1,8.538 USD,FRA. 10.046.10,,,,,m3,,,,,
75,NOWU - 784871 - 3,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,A,0000000514,Terminal interior frio 24kV 95-240mm2 36kV 35-150mm2 Al,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,25,,,1,0 USD,,,,,,,,,,,
75,NOWU - 784871 - 3,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,A,0000000513,Terminal interior ITK 236,,,,,,162 €,,,"185,63 €","1,40",260 USD,312 USD,"389,83 USD",,UNIDAD,26,,,1,8.108 USD,FRA. 10.046.10,,,,,,,,,,
75,NOWU - 784871 - 3,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,A,0000000502,Terminal Plug-In 24kV 250A,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,60,,,1,0 USD,,,,,,m3,,,,,
75,NOWU - 784871 - 3,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,A,0000000517,Terminales exterior 18/30kV 50-150mm2,,,,,,224 €,,,"256,54 €","1,40",359 USD,431 USD,"538,73 USD",,UNIDAD,3,,,1,1.293 USD,FRA. 12.065.12,,,,,m3,,,,,
75,NOWU - 784871 - 3,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,A,0000000522,Tubo termoretractil PLM100A27/8,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,80,,,1,0 USD,,,,,,,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,ENERGIA,MT,MT CABLE,A,0000000015,Cable 1x95 mm² Al 18/30 kV (m),,,,,,"5,16 €","0,83 €","16,05%","5,99 €","1,40",8 USD,10 USD,"12,58 USD",,METRO,570,,,1,5.734 USD,FRA. 9.074.09,3.360 €,11.614 €,559 €,"0,005",m3,"0,005%","84,540",18.752,"84,540","183,73 €"
F/C,F/C,LAD,SAEMA-STOCKS,OTROS,HERRAMIENTA,OTROS,C,0000000545,Plataforma 40´ ,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,10,,,1,0 USD,LO PUEDE DAR ALGUIEN EN ANGOLA,,,,,,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,ENERGIA,BT,BT CABLE,A,0000000016,"Cable 1x95 mm² Al 0,6/1 kV (m)",,,,"1,99 €","1,00 €","1,24 €",,,"1,43 €","1,40",2 USD,2 USD,"2,99 USD",,METRO,3150,,,1,7.542 USD,TARIFA PRYSMIAN 2013,,,,,m3,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,ENERGIA,BT,BT CABLE,A,0000000019,"Cable 1x70 mm² Al 0,6/1 kV (m)",,,,"1,87 €","0,94 €","1,17 €",,,"1,34 €","1,40",2 USD,2 USD,"2,81 USD",,METRO,250,,,1,562 USD,TARIFA PRYSMIAN 2013,,,,,m3,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,ENERGIA,BT,BT CABLE,A,0000000320,"Cable 1x16mm2 Al 0,6/1kV (m)",,,,"0,67 €","0,34 €","0,42 €",,,"0,48 €","1,40",1 USD,1 USD,"1,01 USD",,METRO,450,,,1,363 USD,TARIFA PRYSMIAN 2013,,,,,m3,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,ENERGIA,FV,FV EQUIPOS,C,0000000001,Centro movil de energía fotovoltaica,,,,,,16.085 €,,,"18.431,71 €","1,40",25.804 USD,30.965 USD,"38.706,58 USD",,UNIDAD,1,,"1,00 USD",0,0 USD,MATERIAL AVERIADO SIN VALOR FRA. 11.012.11,,,,,m3,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,OTROS,HERRAMIENTA,MAQUINARIA,A,0000000541,Manitou averiada,,,,,,0 €,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,1,,,0,0 USD,MATERIAL AVERIADO SIN VALOR,,,,,,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,OTROS,HERRAMIENTA,MAQUINARIA,A,0000000542,Camión hormigonera,,,,,,0 €,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,1,,,0,0 USD,MATERIAL AVERIADO SIN VALOR,,,,,,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,OTROS,HERRAMIENTA,MAQUINARIA,A,0000000543,Carcasa Ford Ranger,,,,,,0 €,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,2,,,0,0 USD,MATERIAL AVERIADO SIN VALOR,,,,,,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,OTROS,HERRAMIENTA,MAQUINARIA,A,0000000544,Manitou operativa,,,,,,0 €,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,1,,,0,0 USD,MATERIAL AVERIADO SIN VALOR,,,,,,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,ENERGIA,MT,MT CABLE,A,0000000556,Cable 1x240mm2  Al 36/66kV (m),,,,,,"25,33 €",,,"29,03 €","1,40",41 USD,49 USD,"60,95 USD",,METRO,70,,,1,3.413 USD,FRA. 11.036.11,,,,,m3,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,OTROS,HERRAMIENTA,MAQUINARIA,C,0000000546,Apisonadora,,,,,,0 €,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,2,,,0,0 USD,MATERIAL AVERIADO SIN VALOR,,,,,,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,OTROS,HERRAMIENTA,MAQUINARIA,A,0000000547,Plataforma elevadora tijera,,,,,,0 €,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,5,,,0,0 USD,MATERIAL AVERIADO SIN VALOR,,,,,,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,OTROS,HERRAMIENTA,MAQUINARIA,A,0000000548,Dumper,,,,,,0 €,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,2,,,0,0 USD,MATERIAL AVERIADO SIN VALOR,,,,,,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,OTROS,HERRAMIENTA,MAQUINARIA,A,0000000549,Pala desmontada,,,,,,0 €,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,3,,,0,0 USD,MATERIAL AVERIADO SIN VALOR,,,,,,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,OTROS,HERRAMIENTA,MAQUINARIA,A,0000000550,Furgoneta IVECO,,,,,,0 €,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,1,,,0,0 USD,MATERIAL AVERIADO SIN VALOR,,,,,,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,OTROS,HERRAMIENTA,MAQUINARIA,A,0000000551,Camión MERCEDES,,,,,,0 €,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,1,,,0,0 USD,MATERIAL AVERIADO SIN VALOR,,,,,,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,OTROS,HERRAMIENTA,MAQUINARIA,A,0000000552,Generador GENESAL ,,,,,,0 €,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,1,,,0,0 USD,MATERIAL AVERIADO SIN VALOR,,,,,,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,AGUA,ETAPS,ETAPS,A,0000000554,"ETAP contenerizada 20"" caudal 6m3/h",,,,,,47.594 €,"3.450,00 €","7,25%",51.044 €,"1,40",71.462 USD,85.754 USD,107.192 USD,,UNIDAD,1,,,1,85.754 USD,FRA. 11.059.11,0 €,3.200 €,250 €,"38,700",m3,"100,000%","38,700",1,"38,70","89,15 €"
F/C,F/C,LAD,SAEMA-STOCKS,ENERGIA,BT,BT CABLE,A,0000000555,"Cable 1x50 mm² Al 0,6/1 kV (m)",,,,"1,21 €","0,61 €","0,76 €",,,"0,87 €","1,40",1 USD,1 USD,"1,82 USD",,METRO,350,,,1,510 USD,TARIFA PRYSMIAN 2013,,,,,m3,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,OTROS,HERRAMIENTA,MAQUINARIA,A,0000000553,Camión cisterna PEGASO,,,,,,0 €,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,1,,,0,0 USD,MATERIAL AVERIADO SIN VALOR,,,,,,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APOYOS,A,0000000557,Apoyo hormigón B1600/14,,,,,,,,,"0,00 €","1,40",0 USD,"1.294,10 USD","1.617,63 USD",,UNIDAD,2,,,1,2.588 USD,FABRICADO EN ANGOLA. Coste obtenido a partir de PVP SAEMA,,,,,m3,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APOYOS,A,0000000558,Apoyo hormigón B1600/12,,,,,,,,,"0,00 €","1,40",0 USD,"1.074,86 USD","1.343,58 USD",,UNIDAD,16,,,1,17.198 USD,FABRICADO EN ANGOLA. Coste obtenido a partir de PVP SAEMA,,,,,m3,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APOYOS,A,0000000559,Apoyo hormigón B1500/12,,,,,,,,,"0,00 €","1,40",0 USD,"1.074,86 USD","1.343,58 USD",,UNIDAD,4,,,1,4.299 USD,FABRICADO EN ANGOLA. Coste obtenido a partir de PVP SAEMA,,,,,m3,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APOYOS,A,0000000560,Apoyo hormigón B1000/12,,,,,,,,,"0,00 €","1,40",0 USD,"772,90 USD","966,13 USD",,UNIDAD,2,,,1,1.546 USD,FABRICADO EN ANGOLA. Coste obtenido a partir de PVP SAEMA,,,,,m3,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APOYOS,A,0000000561,Apoyo hormigón B800/12,,,,,,,,,"0,00 €","1,40",0 USD,"772,90 USD","966,13 USD",,UNIDAD,5,,,1,3.865 USD,FABRICADO EN ANGOLA. Coste obtenido a partir de PVP SAEMA,,,,,m3,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APOYOS,A,0000000562,Apoyo hormigón B500/12,,,,,,,,,"0,00 €","1,40",0 USD,"711,83","889,78 USD",,UNIDAD,276,,,1,196.464 USD,FABRICADO EN ANGOLA. Coste obtenido a partir de PVP SAEMA,,,,,m3,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APOYOS,A,0000000563,Apoyo hormigón B400/12,,,,,,,,,"0,00 €","1,40",0 USD,"711,83","889,78 USD",,UNIDAD,3,,,1,2.135 USD,FABRICADO EN ANGOLA. Coste obtenido a partir de PVP SAEMA,,,,,m3,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APOYOS,A,0000000564,Cruzeta de amarre BP-15,,,,,,331 €,,,379 €,"1,40",531 USD,637 USD,797 USD,,UNIDAD,10,,,1,6.372 USD,FRA. 10.054.10,,,,,m3,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APOYOS,A,0000000565,Apoyo celosía C500/12,,,,,,777 €,,,890 €,"1,40",1.246 USD,1.496 USD,1.870 USD,,UNIDAD,24,,,1,35.899 USD,FRA. 9.058.09,,,,,m3,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APOYOS,A,0000000566,Apoyo celosía C2000/14,,,,,,1.057 €,,,1.211 €,"1,40",1.696 USD,2.035 USD,2.544 USD,,UNIDAD,15,,,1,30.522 USD,FRA. 9.058.09,,,,,m3,,,,,
F/C,F/C,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APOYOS,A,0000000567,Apoyo celosía C2000/16,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,4,,,1,0 USD,,,,,,m3,,,,,
